piction ID,filename,event ID,permissions,iso 8601,day,month,year,recording location,pfa series,event title,event notes,technical/recording notes,tape number,tape side,speakers 1,speakers 2,speakers 3,speakers 4,speakers 5,speakers 6,speakers 7,speakers 8,speakers 9,speakers 10,speakers 11,speakers 12,film titles 1,film titles 2,film titles 3,film titles 4,film titles 5,film titles 6,film titles 7,film titles 8,film titles 9,film titles 10,film titles 11,film titles 12,film titles 13,film titles 14,film titles 15,film titles 16,film titles 17,film titles 18,Born-digital status,digitizer,file size
,,671,,1988-11-16T00:00:00Z,16,11,1988,PFA,,,,,945,,Mary Lea Bandy,Niven Busch,,,,,,,,,,,DUEL iN THE SUN,,,,,,,,,,,,,,,,,,Analog tape,,
,,672,,1988-11-18T00:00:00Z,18,11,1988,PFA,,,,,946,,Tom Trusky,,,,,,,,,,,,TRAIL OF THE NORTH WIND,SOMETHING NEW,"A BEAR, A BOY AND A DOG",BACK TO GOD’S COUNTRY,THE LIGHT ON LOOKOUT,THE GRUB-STAKE,,,,,,,,,,,,,Analog tape,,
,,673,,1988-11-22T00:00:00Z,22,11,1988,PFA,,,,,947,,Joe Gibbons,,,,,,,,,,,,LIVING IN THIS WORLD,SPYING,,,,,,,,,,,,,,,,,Analog tape,,
,,674,,1988-11-27T00:00:00Z,27,11,1988,PFA,,,,,948,,Les Blank,,,,,,,,,,,,FRENCH DANCE TONIGHT,,,,,,,,,,,,,,,,,,Analog tape,,
,,675,,1988-11-30T00:00:00Z,30,11,1988,PFA,,,,,949,,Scott Simmon,,,,,,,,,,,,BEYOND THE FOREST,LEAVE HER TO HEAVEN,,,,,,,,,,,,,,,,,Analog tape,,
,,676,,1988-12-06T00:00:00Z,06,12,1988,PFA,,,,,950,,Warren Sonbert,,,,,,,,,,,,HONOR AND OBEY,M,LENIN PORTRAIT,,,,,,,,,,,,,,,,Analog tape,,
,,677,,1989-01-14T00:00:00Z,14,01,1989,PFA,,,,,951,,William K. Everson,,,,,,,,,,,,TOO LATE FOR TEARS,THE GREAT FLAMARION,SEVEN DAYS TO NOON,HIGH TREASON,ARIZONA EXPRESS,,,,,,,,,,,,,,Analog tape,,
,,678,,1989-01-18T00:00:00Z,18,01,1989,PFA,,,,,952,,William K. Everson,,,,,,,,,,,,HOTEL DU NORD,SONG OF CHINA,POVERTY ROW,THE AMA2ING QUEST OF ERNEST BLISS,,,,,,,,,,,,,,,Analog tape,,
,,679,,1989-01-20T00:00:00Z,20,01,1989,PFA,,,,,953,,William K. Everson,,,,,,,,,,,,"CARRINGTON, V.C.",BROTHER IN LAW,ZOO IN BUDAPEST,"HIPS, HIPS, HOORAY!",,,,,,,,,,,,,,,Analog tape,,
,,680,,1989-01-22T00:00:00Z,22,01,1989,PFA,,,,,954,,William K. Everson,,,,,,,,,,,,THE SECOND IN COMMAND,THE SHEIK,THE GOLDEN WEST,,,,,,,,,,,,,,,,Analog tape,,
,,681,,1989-01-24T00:00:00Z,24,01,1989,PFA,,Estonian Animation,,,955,,Pritt Parn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,682,,1989-01-25T00:00:00Z,25,01,1989,PFA,,,,,956,,Scott Simmon,,,,,,,,,,,,SHE WORE A YELLOW RIBBON,FORTY GUNS,,,,,,,,,,,,,,,,,Analog tape,,
,,683,,1989-01-28T00:00:00Z,28,01,1989,PFA,,,,,957,,Sven Nykvist,,,,,,,,,,,,PRETTY BABY,,,,,,,,,,,,,,,,,,Analog tape,,
,,684,,1989-02-05T00:00:00Z,05,02,1989,PFA,,DUTCH TREATS,,,958,,Rob Peree,,,,,,,,,,,,Hyster Pulsatu,Speaking in Tongues,Apartheid Is the Devil,,,,,,,,,,,,,,,,Analog tape,,
,,685,,1989-02-06T00:00:00Z,06,02,1989,PFA,,,,,959,,Scott Simmon,,,,,,,,,,,,REDSKIN,MASSACRE,,,,,,,,,,,,,,,,,Analog tape,,
,,686,,1989-02-07T00:00:00Z,07,02,1989,PFA,,FILM AND VIDEO,,,960,,Leslie Thornton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,687,,1989-02-11T00:00:00Z,11,02,1989,PFA,,,,,961,,Albert Johnson,,,,,,,,,,,,GONE WITH THE WIND,,,,,,,,,,,,,,,,,,Analog tape,,
,,688,,1989-02-16T00:00:00Z,16,02,1989,PFA,,INGMAR BERGMAN AND PSYCHOANALYSIS,,,962,,P. Adams Sitney,,,,,,,,,,,,PERSONA,,,,,,,,,,,,,,,,,,Analog tape,,
,,689,,1989-03-08T00:00:00Z,08,03,1989,PFA,,,,,963,,Scott Simmon,,,,,,,,,,,,RAMROD,DESTRY RIDES AGAIN,,,,,,,,,,,,,,,,,Analog tape,,
,,690,,1989-03-12T00:00:00Z,12,03,1989,PFA,,,,,964,,Paul Mavrides,Paula Gaitan,,,,,,,,,,,COMIC BOOK CONFIDENTIAL,UAKA (SKY),,,,,,,,,,,,,,,,,Analog tape,,
,,691,,1989-03-13T00:00:00Z,13,03,1989,PFA,,,,,965,,Francois Dupeyron,,,,,,,,,,,,A STRANGE PLACE T0 MEET,,,,,,,,,,,,,,,,,,Analog tape,,
,,692,,1989-03-14T00:00:00Z,14,03,1989,PFA,,,,,966,,Robin Anderson,Bob Connolly,Georgi Garilov,,,,,,,,,,JOE LEAHY’S NEIGHBORS,CONFESSION,,,,,,,,,,,,,,,,,Analog tape,,
,,693,,1989-03-15T00:00:00Z,15,03,1989,PFA,,,,,967,,Johan van der Keuken,,,,,,,,,,,,Eye above the well,,,,,,,,,,,,,,,,,,Analog tape,,
,,694,,1989-03-16T00:00:00Z,16,03,1989,PFA,,,,,968,,Raymond Rajaomarivelo,,,,,,,,,,,,TABATABA,,,,,,,,,,,,,,,,,,Analog tape,,
,,695,,1989-03-17T00:00:00Z,17,03,1989,PFA,,,,,969,,Don Askarian,Stanley Kwan,,,,,,,,,,,KOMITAS,ROUGE,,,,,,,,,,,,,,,,,Analog tape,,
,,696,,1989-03-28T00:00:00Z,28,03,1989,PFA,,,,,970,,Lewis Klahr,,,,,,,,,,,,FAITS DIVERS,HER FRAGRANT EMULSION,THE MORNING FILMS,,,,,,,,,,,,,,,,Analog tape,,
,,697,,1989-04-02T00:00:00Z,02,04,1989,PFA,,,,,971,,Chip Lord,,,,,,,,,,,,MOTORIST,,,,,,,,,,,,,,,,,,Analog tape,,
,,698,,1989-04-04T00:00:00Z,04,04,1989,PFA,,,,,972,,Caroline Avery,,,,,,,,,,,,MINIATURES,,,,,,,,,,,,,,,,,,Analog tape,,
,,699,,1989-04-06T00:00:00Z,06,04,1989,PFA,,,,,973,,James Schamus,,,,,,,,,,,,JOAN’S SIGNATURE,,,,,,,,,,,,,,,,,,Analog tape,,
,,700,,1989-04-11T00:00:00Z,11,04,1989,PFA,,,,,974,,Phil Solomon,,,,,,,,,,,,The Secret garden,,,,,,,,,,,,,,,,,,Analog tape,,
,,701,,1989-04-12T00:00:00Z,12,04,1989,PFA,,,,,975,,Niven Busch,Scott Simmon,,,,,,,,,,,PURSUED,LADY OF THE DUGOUT,,,,,,,,,,,,,,,,,Analog tape,,
,,702,,1989-04-19T00:00:00Z,19,04,1989,PFA,,VIRTUES AND LIMITATIONS of CINEMA VERITE,,,976,A,Mitchell Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,703,,1989-04-19T00:00:00Z,19,04,1989,PFA,,VIRTUES AND LIMITATIONS of CINEMA VERITE,,cont’d.,976,B,Mitchell Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,704,,1989-04-22T00:00:00Z,22,04,1989,PFA,,,,,977,,Trinh T. Minh-ha,,,,,,,,,,,,"SUR NAME VIET, GIVEN NAME NAM",,,,,,,,,,,,,,,,,,Analog tape,,
,,705,,1989-04-25T00:00:00Z,25,04,1989,PFA,,,,,978,,Chris Welsby,,,,,,,,,,,,SKYLIGHT,ESTUARY,,,,,,,,,,,,,,,,,Analog tape,,
,,706,,1989-04-26T00:00:00Z,26,04,1989,PFA,,,,,979,,Scott Simmon,,,,,,,,,,,,RIDE LONESOME,LITTLE BIG MAN,ONCE UPON A TIME IN THE west,,,,,,,,,,,,,,,,Analog tape,,
,,707,,1989-05-09T00:00:00Z,09,05,1989,PFA,,,,,980,,Diane Kitchen,,,,,,,,,,,,BEFORE WE KNEW NOTHING,,,,,,,,,,,,,,,,,,Analog tape,,
,,708,,1989-05-14T00:00:00Z,14,05,1989,PFA,,,,,981,,Judith Barry,,,,,,,,,,,,TOPOGRAPHY OF ORDER,,,,,,,,,,,,,,,,,,Analog tape,,
,,710,,1989-06-13T00:00:00Z,13,06,1989,PFA,,GERMAN AVANT-GARDE CINEMA OF THE EIGHTIES,,,983,,Alf Bold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,711,,1989-06-26T00:00:00Z,26,06,1989,PFA,,,,,984,,John Greyson,,,,,,,,,,,,URINAL,,,,,,,,,,,,,,,,,,Analog tape,,
,,712,,1989-06-27T00:00:00Z,27,06,1989,PFA,,AND OTHER FILMS,,,985,,Michael Wallin,,,,,,,,,,,,DECODINGS,,,,,,,,,,,,,,,,,,Analog tape,,
,,713,,1989-06-29T00:00:00Z,29,06,1989,PFA,,OPTIC NERVES: THE FILMS AND VIDEO OF BARBARA HAMMER,,,986,,Barbara Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,714,,1989-07-06T00:00:00Z,06,07,1989,PFA,,"28 YEARS OF CUBAN CINEMA: A SURVEY OF ANIMATED, EXPERIMENTAL, & DOCUMENTARY FILMS",,,987,,Hector Garcia Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,715,,1989-07-13T00:00:00Z,13,07,1989,PFA,,,,,988,,R.G. Davis,,,,,,,,,,,,CONSPIRACY 8,,,,,,,,,,,,,,,,,,Analog tape,,
,,716,,1989-07-18T00:00:00Z,18,07,1989,PFA,,LESSONS OF DARKNESS: THE SHORT FILMS OF CHRISTIAN BOLTANSKI,,,989,,Christian Boltanski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,717,,1989-07-29T00:00:00Z,29,07,1989,PFA,,,,,990,,Bruce Yonemoto,Norman Yonemoto,,,,,,,,,,,"VAULT, BLINKY, AND GREENCARD",,,,,,,,,,,,,,,,,,Analog tape,,
,,718,,1989-07-29T00:00:00Z,29,07,1989,PFA,,KIDS ANIMATE,,,991,,David Ehrlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,719,,1989-08-14T00:00:00Z,14,08,1989,PFA,,,,,992,,William K. Everson,,,,,,,,,,,,MURDER ON MONDAY,DEAR MURDERER,,,,,,,,,,,,,,,,,Analog tape,,
,,720,,1989-08-19T00:00:00Z,19,08,1989,PFA,,,,,993,,William K. Everson,,,,,,,,,,,,THE MAN IN GREY,CARAVAN,,,,,,,,,,,,,,,,,Analog tape,,
,,721,,1989-08-21T00:00:00Z,21,08,1989,PFA,,,,,994,,William K. Everson,,,,,,,,,,,,A PLACE OF ONE’S OWN,HUNGRY HILL,,,,,,,,,,,,,,,,,Analog tape,,
,,722,,1989-08-25T00:00:00Z,25,08,1989,PFA,,,,,995,,Harold Lipset,,,,,,,,,,,,A CONVERSATION WITH PRIVATE,INVESTIGATOR HAROLD LIPSET,,,,,,,,,,,,,,,,,Analog tape,,
,,723,,1989-08-30T00:00:00Z,30,08,1989,PFA,,,,,996,,James Harvey,,,,,,,,,,,,THE LOVE PARADE,IN A LONELY PLACE,BIGGER THAN LIFE,TROUBLE IN PARADISE,MR. DEEDS GOES TO TOWN,,,,,,,,,,,,,,Analog tape,,
,,724,,1989-08-31T00:00:00Z,31,08,1989,PFA,,,,,997,,Teddy Dibble,,,,,,,,,,,,LOVER OF LIFe TV,,,,,,,,,,,,,,,,,,Analog tape,,
,,725,,1989-09-10T00:00:00Z,10,09,1989,PFA,,,,,998,,Scott Simmon,Michael Friend,Alan Gevinson,Patricia King Hanson,,,,,,,,,THE PATCHWORK GIRL OF OZ,A FLORIDA ENCHANTMENT,,,,,,,,,,,,,,,,,Analog tape,,
,,726,,1989-09-16T00:00:00Z,16,09,1989,PFA,,,,,999,,Merce Cunningham,Elliot Caplan,David Vaughan,,,,,,,,,,AS FITFULLY BEAUTIFUL AS LIFE ITSELF,,,,,,,,,,,,,,,,,,Analog tape,,
,,727,,1989-09-19T00:00:00Z,19,09,1989,PFA,,,,,1000,,Pat O’Neill,,,,,,,,,,,,WATER AND POWER,,,,,,,,,,,,,,,,,,Analog tape,,
,,728,,1989-09-24T00:00:00Z,24,09,1989,PFA,,,,,1001,,Scott Simmon,,,,,,,,,,,,THE AVENGING CONSCIENCE,,,,,,,,,,,,,,,,,,Analog tape,,
,,729,,1989-09-27T00:00:00Z,27,09,1989,PFA,,,,,1002,,James Harvey,,,,,,,,,,,,TRUE CONFESSION,THE AWFUL TRUTH,BACK STREET,LOVE AFFAIR,"MIDNIGHT, THE LUSTY MEN",JOHNNY GUITAR,"EASY LIVING, THE MAN I LOVE",CHRISTMAS HOLIDAY,THE MORE THE MERRIER,Rebel Without a Cause,WRITTEN ON THE WIND,,,,,,,,Analog tape,,
,,730,,1989-09-28T00:00:00Z,28,09,1989,PFA,,,,,1003,,Richard Kwietnowsky,,,,,,,,,,,,POLICING THE BEDROOM,,,,,,,,,,,,,,,,,,Analog tape,,
,,731,,1989-10-23T00:00:00Z,23,10,1989,PFA,,,,,1004,,Wu Tianming,,,,,,,,,,,,RING OF CHILDREN,,,,,,,,,,,,,,,,,,Analog tape,,
,,732,,1989-10-31T00:00:00Z,31,10,1989,PFA,,,,,1005,,Helke Misselwitz,Gudron Plenert,Thomas Plenert,,,,,,,,,,WINTER ADIEU,,,,,,,,,,,,,,,,,,Analog tape,,
,,733,,1989-11-02T00:00:00Z,02,11,1989,PFA,,,,,1006,,Naum Kleiman,,,,,,,,,,,,FRONTEIR,"IVAN THE TERRIBLE, part II",,,,,,,,,,,,,,,,,Analog tape,,
,,734,,1989-11-05T00:00:00Z,05,11,1989,PFA,,,,,1007,,J. Hoberman,,,,,,,,,,,,THE DYBBUK,jEWISH LIFE IN VILNA,THE JEW ON THE LAND,,,,,,,,,,,,,,,,Analog tape,,
,,735,,1989-11-08T00:00:00Z,08,11,1989,PFA,,,,,1008,,James Harvey,,,,,,,,,,,,CLUNY BROWN,LETTER FROM AN UNKNOWN WOMAN,A SCANDAL IN PARIS,REMEMBER THE NIGHT,THE FILE ON THELMA JORDAN,CRISS CROSS,,,,,,,,,,,,,Analog tape,,
,,736,,1989-11-19T00:00:00Z,19,11,1989,PFA,,,,,1009,,Sharon Pucker Rivo,,,,,,,,,,,,TEVYE,,,,,,,,,,,,,,,,,,Analog tape,,
,,737,,1989-11-22T00:00:00Z,22,11,1989,PFA,,,,,1010,,James Harvey,,,,,,,,,,,,SULLIVAN’S TRAVELS,THE FURIES,FORTY GUNS,HAIL THE CONQUERING HERO,ALL THAT HEAVEN ALLOWS,THE RECKLESS MOMENT,THE NUTTY PROFFESOR,THE LEGEND OF LYLAH CLARK,THE NAKED KISS,,,,,,,,,,Analog tape,,
,,738,,1989-11-28T00:00:00Z,28,11,1989,PFA,,,,,1011,,Eric Saks,,,,,,,,,,,,FOREVERMORE: BIOGRAPHY OF A LEACH LORD,,,,,,,,,,,,,,,,,,Analog tape,,
,,739,,1990-01-16T00:00:00Z,16,01,1990,PFA,,,,,1012,,William K. Everson,,,,,,,,,,,,THE HIDDEN ROOM,LURED,DICK TRACY’S G-MEN,SPY SMASHER,LAND OF LIBERTY,A CONNECTICUT YANKEE,FEAR IN THE NIGHT,THE GUILTY,,,,,,,,,,,Analog tape,,
,,740,,1990-01-20T00:00:00Z,20,01,1990,PFA,,SILENT COMEDY SHORTS FROM THE ‘20s,,,1013,,William K. Everson,,,,,,,,,,,,THE HEART OF THE MATTER,THEY WERE SISTERS,,FOUR AROUND A WOMAN,DANCING MOTHERS,THE PASSING OF THE THE THIRD,FLOOR BACK,,,,,,,,,,,,Analog tape,,
,,741,,1990-01-28T00:00:00Z,28,01,1990,PFA,,,,,1014,,Michael Schlessenger,,,,,,,,,,,,THE SPY WHO CAME IN FROM THE COLD,VERBOTEN!,,,,,,,,,,,,,,,,,Analog tape,,
,,742,,1990-02-04T00:00:00Z,04,02,1990,PFA,,,,,1015,,Jan-Christopher Horak,,,,,,,,,,,,THE BLUEBIRD,THE LAST OF THE MOHICANS,,,,,,,,,,,,,,,,,Analog tape,,
,,743,,1990-02-06T00:00:00Z,06,02,1990,PFA,,RECONSTRUCTING THE 1920s AVANT-GARDE FILMS,,,1016,,William Moritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,744,,1990-02-08T00:00:00Z,08,02,1990,PFA,,RECENT VIDEOWORKS BY PHILLIP MALLORY JONES,,,1017,,Phillip Mallory Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,745,,1990-02-11T00:00:00Z,11,02,1990,PFA,,,,,1018,,Stephen Gong,,,,,,,,,,,,THE DRAGON PAINTER,,,,,,,,,,,,,,,,,,Analog tape,,
,,746,,1990-02-20T00:00:00Z,20,02,1990,PFA,,,,,1019,,Abigail Child,,,,,,,,,,,,EXPOSING THE NARRATIVE BEDROCK,,,,,,,,,,,,,,,,,,Analog tape,,
,,747,,1990-01-21T00:00:00Z,21,01,1990,PFA,,ANIMATOR PIERRE HEBERT AND MUSICIAN BOB OSTERTAG IN PERFORMANCE,,,1020,,Bob Ostertag,Pierre Hebert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,748,,1990-02-22T00:00:00Z,22,02,1990,PFA,,,,,1021,,Susie Bright,,,,,,,,,,,,HOW TO READ A DIRTY MOVIE,,,,,,,,,,,,,,,,,,Analog tape,,
,,749,,1990-02-24T00:00:00Z,24,02,1990,PFA,,,,,1022,,Marlon Riggs,,,,,,,,,,,,TONGUES UNTIED,AFFIRMATION,THE TERENCE DAVIES TRILOGY,,,,,,,,,,,,,,,,Analog tape,,
,,750,,1990-02-27T00:00:00Z,27,02,1990,PFA,,,,,1023,,Larry Jordan,,,,,,,,,,,,SOPHIE’S PLACE,,,,,,,,,,,,,,,,,,Analog tape,,
,,751,,1990-03-04T00:00:00Z,04,03,1990,PFA,,,,,1024,,Steven Okazaki,,,,,,,,,,,,DAYS OF WAITING,FAMILY GATHERING,"DOLLAR A DAY, 10¢ A DANCE",SURNAME VIET GIVEN NAME NAM,,,,,,,,,,,,,,,Analog tape,,
,,752,,1990-03-06T00:00:00Z,06,03,1990,PFA,,THE LAST NIGHT OF RASPUTIN: FILM AND PERFORMANCE,,,1025,,Eleanor Antin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,753,,1990-03-08T00:00:00Z,08,03,1990,PFA,,CYBERVISION: AN ILLUSTRATED LECTURE BY MICHAEL NAIMARK ON FUTURE IMAGING,,,1026,,Michael Niamark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,754,,1990-03-14T00:00:00Z,14,03,1990,PFA,,,,,1027,,Stephen Gong,,,,,,,,,,,,OLD SAN FRANCISCO,,,,,,,,,,,,,,,,,,Analog tape,,
,,755,,1990-03-16T00:00:00Z,16,03,1990,PFA,,VITAPHONE SHORTS,,,1028,,Robert Gitt,,,,,,,,,,,,,DON JUAN,NOAH’S ARK,THE DIVINE LADY,,,,,,,,,,,,,,,Analog tape,,
,,756,,1990-03-22T00:00:00Z,22,03,1990,PFA,,CULTURE JUNKIES: VIDEO WORKS BY PHIL PATRIS AND LESLIE SINGER,,,1029,,Phil Patris,Leslie Singer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,757,,1990-03-27T00:00:00Z,27,03,1990,PFA,,THE FILMS OF HENRY HILLS,,,1030,,Henry Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,758,,1990-04-02T00:00:00Z,02,04,1990,PFA,,,,,1031,,Arthur Dong,,,,,,,,,,,,"FORBIDDEN CITY, USA",,,,,,,,,,,,,,,,,,Analog tape,,
,,759,,1990-04-03T00:00:00Z,03,04,1990,PFA,,,,,1032,,Peter Hutton,,,,,,,,,,,,NEW YORK PORTRAITS,LANDSCAPE PORTRAIT,,,,,,,,,,,,,,,,,Analog tape,,
,,760,,1990-04-04T00:00:00Z,04,04,1990,PFA,,THE FILMS OF JERZY KUCIA,,,1032,,Jerzy Kucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,761,,1990-04-06T00:00:00Z,06,04,1990,PFA,,,,,1033,,Gyula Gazdag,,,,,,,,,,,,COMPETITION,BLACK PETER,LOVES OF A BLONDE,INTIMATE LIGHTING,,,,,,,,,,,,,,,Analog tape,,
,,762,,1990-04-08T00:00:00Z,08,04,1990,PFA,,with LIVE HULA PERFORMANCE,,tape missing?,1034,,Vicky Holt Takamine,,,,,,,,,,,,KUMU HULA: KEEPERS OF A CULTURE,,,,,,,,,,,,,,,,,,Analog tape,,
,,763,,1990-04-17T00:00:00Z,17,04,1990,PFA,,TRIBUTE TO CINEMA 16,,tape missing?,1035,,Amos Vogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,764,,1990-04-18T00:00:00Z,18,04,1990,PFA,,SUBVERSIVE CINEMA,,tape missing?,1036,,Amos Vogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,765,,1990-04-24T00:00:00Z,24,04,1990,PFA,,THE FILMS OF MARCEL BROODTHAERS,,,1037,,Bruce Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,766,,1990-04-29T00:00:00Z,29,04,1990,PFA,,,,,1038,,Raul Ruiz,,,,,,,,,,,,THE REAL PRESENCE,SNAkES AND LADDERS,DERRIERE LE MUR,,,,,,,,,,,,,,,,Analog tape,,
,,767,,1990-05-01T00:00:00Z,01,05,1990,PFA,,,,,1039,,Marceline Loridan,,,,,,,,,,,,A TALE OF THE WIND,,,,,,,,,,,,,,,,,,Analog tape,,
,,768,,1990-05-03T00:00:00Z,03,05,1990,PFA,,,,,1040,,Amir Naderi,,,,,,,,,,,,"WATER, WIND, SAND",,,,,,,,,,,,,,,,,,Analog tape,,
,,769,,1990-05-03T00:00:00Z,03,05,1990,PFA,,,,,1041,,Cheik Oumar Sissoko,,,,,,,,,,,,FINzAN,,,,,,,,,,,,,,,,,,Analog tape,,
,,770,,1990-05-05T00:00:00Z,05,05,1990,PFA,,,Introduced by Donald Richie,,1042,,Donald Richie,Jaoa Cesar Monteiro,,,,,,,,,,,RECOLLECTIONS OF THE YELLOW HOUSE,,,,,,,,,,,,,,,,,,Analog tape,,
,,771,,1990-05-06T00:00:00Z,06,05,1990,PFA,,,,,1043,,Edmund Merhige,,,,,,,,,,,,BEGOTTEN,,,,,,,,,,,,,,,,,,Analog tape,,
,,772,,1990-05-07T00:00:00Z,07,05,1990,PFA,,,,,1044,,Sergei Bodrov,,,,,,,,,,,,FREEDOM IS PARADISE,,,,,,,,,,,,,,,,,,Analog tape,,
,,773,,1990-05-08T00:00:00Z,08,05,1990,PFA,,,,,1045,,Gunvor Nelson,Warren Sonbert,,,,,,,,,,,NATURAL FEATURES,FRIENDLY WITNESS,,,,,,,,,,,,,,,,,Analog tape,,
,,774,,1990-05-08T00:00:00Z,08,05,1990,PFA,,,,,1046,,Lucia Murat,,,,,,,,,,,,HOW NICE TO SEE YOU ALIVE,,,,,,,,,,,,,,,,,,Analog tape,,
,,775,,1990-05-09T00:00:00Z,09,05,1990,PFA,,symposium,see tape for panelist names,,1046,A,Theresa Hak Kyung Cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,776,,1990-05-12T00:00:00Z,12,05,1990,PFA,,,,,1047,,Wayne Wang,Spencer Nakasako,,,,,,,,,,,LIFE IS CHEAP,,,,,,,,,,,,,,,,,,Analog tape,,
,,777,,1990-05-15T00:00:00Z,15,05,1990,PFA,,AUSTRIAN EXPERIMENTAL FILMS OF THE 80'S,,,1048,,Martin Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,778,,1990-06-07T00:00:00Z,07,06,1990,PFA,,SCANDINAVIAN VIDEO: TAPES BY SIX ARTISTS,,,1049,,Vibeke Vogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,779,,1990-06-26T00:00:00Z,26,06,1990,PFA,,,,,1050,,Jerry Tartaglia,,,,,,,,,,,,A.I.D.S.C.R.E.A.M.,ECCE HOMO,REMEMBRANCE,and OTHER WORKS,QUEER REELS,,,,,,,,,,,,,,Analog tape,,
,,780,,1990-07-06T00:00:00Z,06,07,1990,PFA,,,,,1051,,Anatole Dauman,,,,,,,,,,,,THE SACRIFICE,WINGS OF DESIRE,,,,,,,,,,,,,,,,,Analog tape,,
,,781,,1990-07-24T00:00:00Z,24,07,1990,PFA,,THE FILMS OF CONRAD STEINER,,,1052,,Konrad Steiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,782,,1990-08-07T00:00:00Z,07,08,1990,PFA,,A READING OF DIABILITY IN IN CINEMA,,,1053,,Stephen Dwoskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,783,,1990-08-16T00:00:00Z,16,08,1990,PFA,,SCULPTING IN TIME: THE VIDEO-WORKS AND INSTALLATIONS OF FRANCESC TORRES,,,1054,,Frances Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,784,,1990-08-21T00:00:00Z,21,08,1990,PFA,,,,,1055,,William K. Everson,,,,,,,,,,,,I AM SUZANNE,OVER SHE GOES,HER MAN,HOME AND AWAY,,,,,,,,,,,,,,,Analog tape,,
,,785,,1990-08-23T00:00:00Z,23,08,1990,PFA,,,,,1056,,William K. Everson,,,,,,,,,,,,EAST COAST PRODUCTION,DAVID HARUM,NEVER LET GO,A PLACE TO GO,I MET A MURDERER,TWO SINNERS,,,,,,,,,,,,,Analog tape,,
,,786,,1990-08-26T00:00:00Z,26,08,1990,PFA,,A PROGRAM OF SILENT COMEDIES,,,1057,,William K. Everson,,,,,,,,,,,,,DARK MIRROR,,,,,,,,,,,,,,,,,Analog tape,,
,,787,,1990-08-29T00:00:00Z,29,08,1990,PFA,,,,,1058,,William K. Everson,,,,,,,,,,,,WE ARE FROM KRONSTADT TURKSIB,,,,,,,,,,,,,,,,,,Analog tape,,
,,788,,1990-09-06T00:00:00Z,06,09,1990,PFA,,,,,1059,,Yvonne Rainer,,,,,,,,,,,,PRIVILEGE,,,,,,,,,,,,,,,,,,Analog tape,,
,,789,,1990-09-07T00:00:00Z,07,09,1990,PFA,,,,,1060,,Naum Kleiman,Davlat Khudonazarov,,,,,,,,,,,Roof of the World,FIRST SPRING OF YOUTH,,,,,,,,,,,,,,,,,Analog tape,,
,,790,,1990-09-08T00:00:00Z,08,09,1990,PFA,,,,,1061,,Zdenek Sirovy,,,,,,,,,,,,FUNERAL CEREMONIES,,,,,,,,,,,,,,,,,,Analog tape,,
,,791,,1990-09-14T00:00:00Z,14,09,1990,PFA,,,,,1062,,Stephen Kovaks,,,,,,,,,,,,LES VAMPIRES,,,,,,,,,,,,,,,,,,Analog tape,,
,,792,,1990-09-18T00:00:00Z,18,09,1990,PFA,,FILMS BY ALTE KINDER,,,1063,,Matthias Mueller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,793,,1990-09-22T00:00:00Z,22,09,1990,PFA,,,,,1064,,Merata Mita,,,,,,,,,,,,MANA WAKA,,,,,,,,,,,,,,,,,,Analog tape,,
