piction ID,filename,event ID,permissions,iso 8601,day,month,year,recording location,pfa series,event title,event notes,technical/recording notes,tape number,tape side,speakers 1,speakers 2,speakers 3,speakers 4,speakers 5,speakers 6,speakers 7,speakers 8,speakers 9,speakers 10,speakers 11,speakers 12,film titles 1,film titles 2,film titles 3,film titles 4,film titles 5,film titles 6,film titles 7,film titles 8,film titles 9,film titles 10,film titles 11,film titles 12,film titles 13,film titles 14,film titles 15,film titles 16,film titles 17,film titles 18,Born-digital status,digitizer,file size
,,25,,1979-02-13T00:00:00Z,13,02,1979,PFA,,,,,254,,Michael Rubbo,,,,,,,,,,,,ZOLZHENITSYN’S CHILDREN,WAITING FOR FIDEL,,,,,,,,,,,,,,,,,Analog tape,,
,,26,,1979-02-14T00:00:00Z,14,02,1979,PFA,,,,,255,,Michael Rubbo,,,,,,,,,,,,I HATE TO LOSE,LOG HOUSE,THE WALLS COME TUMBLING DOWN,,,,,,,,,,,,,,,,Analog tape,,
,,27,,1979-02-15T00:00:00Z,15,02,1979,PFA,,,,,256,,Michael Rubbo,,,,,,,,,,,,THE MAN WHO CAN’T STOP,PERSISTENT & FINAGLING,,,,,,,,,,,,,,,,,Analog tape,,
,,28,,1979-02-16T00:00:00Z,16,02,1979,PFA,,,,,257,,Costa Werner,,,,,,,,,,,,THOMAS GRAAL’S BEST FILM,TO KILL A CHILD,THE TRAIN,,,,,,,,,,,,,,,,Analog tape,,
,,29,,1979-02-17T00:00:00Z,17,02,1979,PFA,,,,,258,,Michael Rubbo,,,,,,,,,,,,WET EARTH AND WARM PEOPLE,ZOLZHENITSYN’S CHILDREN,,,,,,,,,,,,,,,,,Analog tape,,
,,30,,1979-02-20T00:00:00Z,20,02,1979,PFA,,,,,259,,Michael Rubbo,,,,,,,,,,,,I AM AN OLD TREE,SAD SONG OF YELLOW SKIN,,,,,,,,,,,,,,,,,Analog tape,,
,,31,,1979-03-06T00:00:00Z,06,03,1979,PFA,,,,,260,,Jon Jost,,,,,,,,,,,,CHAMELEON,,,,,,,,,,,,,,,,,,Analog tape,,
,,32,,1979-01-26T00:00:00Z,26,01,1979,PFA,,,,,261,,Haile Gerima,,,,,,,,,,,,BUSH MAMA,HARVEST: 3000YEARS,,,,,,,,,,,,,,,,,Analog tape,,
,,33,,1979-02-27T00:00:00Z,27,02,1979,PFA,,HIS FILMS,,,262,,Richard Serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,34,,1979-03-04T00:00:00Z,04,03,1979,PFA,,,,,263,,Bobby Roth,,,,,,,,,,,,THE BOSS’ SON,,,,,,,,,,,,,,,,,,Analog tape,,
,,35,,1979-03-06T00:00:00Z,06,03,1979,PFA,,HIS FILMS,,,264,,Vincent Grenier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,36,,1979-03-13T00:00:00Z,13,03,1979,PFA,,HER FILMS,,,265,,Dana Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,37,,1979-03-13T00:00:00Z,13,03,1979,PFA,,,,,266,,James Benning,,,,,,,,,,,,GRAND OPERA,,,,,,,,,,,,,,,,,,Analog tape,,
,,38,,1979-03-20T00:00:00Z,20,03,1979,Wheeler Auditorium,,,,,267,,Astrid Lindgren,,,,,,,,,,,,THE BROTHERS LIONHART,,,,,,,,,,,,,,,,,,Analog tape,,
,,39,,1979-03-21T00:00:00Z,21,03,1979,Wheeler Auditorium,,,,,268,,Reinhard Hauff,,,,,,,,,,,,KNIFE IN THE HEAD,,,,,,,,,,,,,,,,,,Analog tape,,
,,40,,1979-03-21T00:00:00Z,21,03,1979,Wheeler Auditorium,,,,,269,,Chantal Akerman,,,,,,,,,,,,MEETINGS WITH ANNA,,,,,,,,,,,,,,,,,,Analog tape,,
,,41,,1979-03-23T00:00:00Z,23,03,1979,Wheeler Auditorium,,,,,270,,Yousef Chahine,,,,,,,,,,,,ALEXANDRIA WHY?,,,,,,,,,,,,,,,,,,Analog tape,,
,,42,,1979-03-26T00:00:00Z,26,03,1979,PFA,,,,,271,,Hans-Jurgen Syberberg,,,,,,,,,,,,HITLER: A FILM FROM GERMANY,,,,,,,,,,,,,,,,,,Analog tape,,
,,43,,1979-03-31T00:00:00Z,31,03,1979,PFA,,,,,272,,Nikos Panayotopolous,,,,,,,,,,,,THE IDLERS OF THE FERTILE VALLEY,,,,,,,,,,,,,,,,,,Analog tape,,
,,44,,1979-03-31T00:00:00Z,31,03,1979,PFA,,,,,273,,Errol Morris,,,,,,,,,,,,GATES OF HEAVEN,,,,,,,,,,,,,,,,,,Analog tape,,
,,45,,1979-03-17T00:00:00Z,17,03,1979,PFA,,,speaker unknown,,274,,,,,,,,,,,,,,FAMILY-SOUNDTRACK,,,,,,,,,,,,,,,,,,Analog tape,,
,,46,,1979-03-30T00:00:00Z,30,03,1979,PFA,,,,,275,,Jacques Rouffio,,,,,,,,,,,,SUGAR,,,,,,,,,,,,,,,,,,Analog tape,,
,,47,,1979-03-30T00:00:00Z,30,03,1979,PFA,,,,,276,,Jean-Francois Stevenin,,,,,,,,,,,,MOUNTAIN PASS,,,,,,,,,,,,,,,,,,Analog tape,,
,,48,,1979-04-05T00:00:00Z,05,04,1979,Wheeler Auditorium,,,,,277,,Sonia Braga,,,,,,,,,,,,DONA FLOR AND HER TWO HUSBANDS,THE LADY IN THE BUS,,,,,,,,,,,,,,,,,Analog tape,,
,,49,,1979-04-06T00:00:00Z,06,04,1979,PFA,,,,,278,,Maurizio Grande,,,,,,,,,,,,THE LAST WOMAN,THE WEDDING MARCH,,,,,,,,,,,,,,,,,Analog tape,,
,,50,,1979-04-07T00:00:00Z,07,04,1979,PFA,,,,,279,,Maurizio Grande,,,,,,,,,,,,THE MAN WITH THE BALLOONS,,,,,,,,,,,,,,,,,,Analog tape,,
,,51,,1979-04-10T00:00:00Z,10,04,1979,PFA,,,,,280,,P. Adams Sitney,,,,,,,,,,,,ENTHUSIASM,FORWARD SOVIET,ZVENIGORA,,,,,,,,,,,,,,,,Analog tape,,
,,52,,1979-04-10T00:00:00Z,10,04,1979,PFA,,,,Same as 280:Side B,281,,P. Adams Sitney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,53,,1979-04-03T00:00:00Z,03,04,1979,PFA,,WITH OTHER ANIMATION,,,282,,Susan Pitt,,,,,,,,,,,,ASPARAGUS,,,,,,,,,,,,,,,,,,Analog tape,,
,,54,,1979-04-13T00:00:00Z,13,04,1979,PFA,,,,,283,,Michael Snow,,,,,,,,,,,,LA REGION CENTRALE,,,,,,,,,,,,,,,,,,Analog tape,,
,,55,,1979-04-13T00:00:00Z,13,04,1979,PFA,,DREYER AND BRESSON,lecture,,284,,P. Adams Sitney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,56,,1979-04-17T00:00:00Z,17,04,1979,PFA,,,,,285,,P. Adams Sitney,,,,,,,,,,,,ANEMIC CINEMA,L'Age D'Or,ETOILE DE MER,LAND WITHOUT BREAD,,,,,,,,,,,,,,,Analog tape,,
,,57,,1979-04-25T00:00:00Z,25,04,1979,Wheeler Auditorium,,,,,286,,Walter Reisch,,,,,,,,,,,,NINOTCHKA,MASQUERADE,,,,,,,,,,,,,,,,,Analog tape,,
,,58,,1979-04-26T00:00:00Z,26,04,1979,Wheeler Auditorium,,,,,287,,Rudi Fehr,,,,,,,,,,,,I CONFESS,POSSESSED,,,,,,,,,,,,,,,,,Analog tape,,
,,59,,1979-04-27T00:00:00Z,27,04,1979,PFA,,,,,288,,Walter Reisch,,,,,,,,,,,,MASQUERADE,,,,,,,,,,,,,,,,,,Analog tape,,
,,60,,1979-05-09T00:00:00Z,09,05,1979,Wheeler Auditorium,,,,,289,,Donald Richie,,,,,,,,,,,,SEVEN SAMURAI,,,,,,,,,,,,,,,,,,Analog tape,,
,,61,,1979-05-12T00:00:00Z,12,05,1979,PFA,,,,,290,,Donald Richie,,,,,,,,,,,,THE MOST BEAUTIFUL,NO REGRETS FOR OUR YOUTH,,,,,,,,,,,,,,,,,Analog tape,,
,,62,,1979-06-01T00:00:00Z,01,06,1979,Wheeler Auditorium,,,,,291,,Roberto Vargas,,,,,,,,,,,,NICARAGUA FREE HOMELAND OR DEATH,,,,,,,,,,,,,,,,,,Analog tape,,
,,63,,1979-06-04T00:00:00Z,04,06,1979,PFA,,,,,292,,Stanton Kaye,,,,,,,,,,,,HE WANTS HER BACK,,,,,,,,,,,,,,,,,,Analog tape,,
,,64,,1979-07-21T00:00:00Z,21,07,1979,Palace of Fine Arts (SF),,,,,293,,Hans-Jurgen Syberberg,,,,,,,,,,,,OUR HITLER. . .,,,,,,,,,,,,,,,,,,Analog tape,,
,,65,,1979-07-25T00:00:00Z,25,07,1979,Wheeler Auditorium,,,,,294,,Delphine Seyrig,Sami Frey,,,,,,,,,,,MURIEL,RAK,,,,,,,,,,,,,,,,,Analog tape,,
,,66,,1979-07-29T00:00:00Z,29,07,1979,Wheeler Auditorium,,,,,295,,Hans-Jurgen Syberberg,,,,,,,,,,,,HITLER,,,,,,,,,,,,,,,,,,Analog tape,,
,,67,,1979-08-03T00:00:00Z,03,08,1979,Wheeler Auditorium,,,,,296,,James Toback,,,,,,,,,,,,FINGERS,,,,,,,,,,,,,,,,,,Analog tape,,
,,68,,1979-05-19T00:00:00Z,19,05,1979,PFA,,,,,297,,Les Blank,,,,,,,,,,,,DEL CORAZON,GARLIC IS AS GOOD AS TEN MOTHERS,,,,,,,,,,,,,,,,,Analog tape,,
,,69,,1979-05-24T00:00:00Z,24,05,1979,PFA,,,,,298,,Lester Cole,,,,,,,,,,,,HOUSE OF 7 GABLES,,,,,,,,,,,,,,,,,,Analog tape,,
,,70,,1979-06-05T00:00:00Z,05,06,1979,PFA,,,,,299,,Babette Mangolte,,,,,,,,,,,,The Camera:Je or La Camera:I,,,,,,,,,,,,,,,,,,Analog tape,,
,,71,,1979-09-07T00:00:00Z,07,09,1979,PFA,,EXPERIMENTAL FILMS,,,300,,Shuji Terayama,,,,,,,,,,,,PASTORAL,HIDE AND SEEK,,,,,,,,,,,,,,,,,Analog tape,,
,,72,,1979-09-10T00:00:00Z,10,09,1979,PFA,,,,,301,,Alain Tanner,,,,,,,,,,,,CHARLES DEAD OR ALIVE,LA SALAMANDRE,MIDDLE OF THE WORLD,,,,,,,,,,,,,,,,Analog tape,,
,,73,,1979-09-13T00:00:00Z,13,09,1979,PFA,,,,,302,,Alain Tanner,,,,,,,,,,,,JONAH WILL BE 25 IN THE YEAR 2000,,,,,,,,,,,,,,,,,,Analog tape,,
,,74,,1979-09-14T00:00:00Z,14,09,1979,PFA,,,,,303,,Alain Tanner,,,,,,,,,,,,MESSIDOR,,,,,,,,,,,,,,,,,,Analog tape,,
,,75,,1979-09-18T00:00:00Z,18,09,1979,PFA,,,,,304,,Leslie Shatz,Maureen Gosling,,,,,,,,,,,THE NEW KLAN,DEL CORAZON,,,,,,,,,,,,,,,,,Analog tape,,
,,76,,1979-09-19T00:00:00Z,19,09,1979,PFA,,,,,305,,Dorothy Wiley,Gunvor Nelson,,,,,,,,,,,BEFORE NEED,,,,,,,,,,,,,,,,,,Analog tape,,
,,77,,1979-09-26T00:00:00Z,26,09,1979,PFA,,,,,306,,Rob Nilsson,,,,,,,,,,,,NORTHERN LIGHTS,,,,,,,,,,,,,,,,,,Analog tape,,
,,78,,1979-10-01T00:00:00Z,01,10,1979,PFA,,,,,307,,Andron Mikhalkov-Konchalovsky,,,,,,,,,,,,THE FIRST TEACHER,THE FEROCIOUS ONE,,,,,,,,,,,,,,,,,Analog tape,,
,,79,,1979-10-03T00:00:00Z,03,10,1979,PFA,,,,,308,,Andron Mikhalkov-Konchalovsky,,,,,,,,,,,,A NEST OF GENTLE FOLK,THE SLAVE OF LOVE,,,,,,,,,,,,,,,,,Analog tape,,
,,80,,1979-10-04T00:00:00Z,04,10,1979,PFA,,,,,309,,Luiz Keller,,,,,,,,,,,,TRINDADE,,,,,,,,,,,,,,,,,,Analog tape,,
,,81,,1979-10-06T00:00:00Z,06,10,1979,PFA,,,,,310,,Ian Merrick,,,,,,,,,,,,THE BLACK PANTHER,,,,,,,,,,,,,,,,,,Analog tape,,
,,82,,1979-10-08T00:00:00Z,08,10,1979,PFA,,,,,311,,Martha Ansara,,,,,,,,,,,,BACKROADS,LOVE LETTERS FROM TERALBA ROAD,MY SURVIVAL AS AN ABORIGINAL  PROTECTED,,,,,,,,,,,,,,,,Analog tape,,
,,83,,1979-07-24T00:00:00Z,24,07,1979,PFA,,,,,312,,Emmanuel Cousin,,,,,,,,,,,,NORTH TCHAD,,,,,,,,,,,,,,,,,,Analog tape,,
,,84,,1979-10-12T00:00:00Z,12,10,1979,PFA,,,,,313,,Friedrich Knilli,,,,,,,,,,,,THE HOLOCAUST RESEARCH PROJECT,,,,,,,,,,,,,,,,,,Analog tape,,
,,85,,1979-10-12T00:00:00Z,12,10,1979,PFA,,,,,314,,Friedrich Knilli,,,,,,,,,,,,THE HOLOCAUST RESEARCH PROJECT,,,,,,,,,,,,,,,,,,Analog tape,,
,,86,,1979-10-14T00:00:00Z,14,10,1979,Wheeler Auditorium,,,Arab Delegation,,315,,,,,,,,,,,,,,[Unknown],,,,,,,,,,,,,,,,,,Analog tape,,
,,87,,1979-10-16T00:00:00Z,16,10,1979,Wheeler Auditorium,,,Arab Delegation,,316,,,,,,,,,,,,,,[Unknown],,,,,,,,,,,,,,,,,,Analog tape,,
,,88,,1979-10-15T00:00:00Z,15,10,1979,PFA,,,,,317,,Tomas Gutierrez Alea,,,,,,,,,,,,THE LAST SUPPER,,,,,,,,,,,,,,,,,,Analog tape,,
,,89,,1979-10-16T00:00:00Z,16,10,1979,PFA,,,,,318,,Tomas Gutierrez Alea,,,,,,,,,,,,PORTRAIT OF TERESA,,,,,,,,,,,,,,,,,,Analog tape,,
,,90,,1979-10-17T00:00:00Z,17,10,1979,PFA,,,,,319,,Tomas Gutierrez Alea,,,,,,,,,,,,DEATH OF A BUREAUCRAT,THE SURVIVORS,,,,,,,,,,,,,,,,,Analog tape,,
,,91,,1979-10-19T00:00:00Z,19,10,1979,PFA,,,,,320,,Barbet Schroeder,,,,,,,,,,,,PERCEVAL,,,,,,,,,,,,,,,,,,Analog tape,,
,,92,,1979-10-23T00:00:00Z,23,10,1979,PFA,,,,,321,,Larry Gottheim,,,,,,,,,,,,HORIZONS,,,,,,,,,,,,,,,,,,Analog tape,,
,,93,,1979-10-24T00:00:00Z,24,10,1979,Wheeler Auditorium,,,,,322,,Herbert Achternbusch,,,,,,,,,,,,BYE BYE BAVARIA,THE YOUNG MONK,,,,,,,,,,,,,,,,,Analog tape,,
,,94,,1979-10-26T00:00:00Z,26,10,1979,PFA,,,,,323,,Bastian Cleve,,,,,,,,,,,,S.F. ZEPHYR,,,,,,,,,,,,,,,,,,Analog tape,,
,,95,,1979-10-27T00:00:00Z,27,10,1979,PFA,,,,,324,,Sohrab Shahid Saless,,,,,,,,,,,,DIARY OF A LOVER,,,,,,,,,,,,,,,,,,Analog tape,,
,,96,,1979-10-27T00:00:00Z,27,10,1979,PFA,,,,,325,,Uwe Brandner,,,,,,,,,,,,FIFTY-FIFTY,,,,,,,,,,,,,,,,,,Analog tape,,
,,97,,1979-10-30T00:00:00Z,30,10,1979,PFA,,,,,326,,Birgit Hein,Wilhelm Hein,,,,,,,,,,,FROM HERE TO ETERNITY,,,,,,,,,,,,,,,,,,Analog tape,,
,,98,,1979-10-31T00:00:00Z,31,10,1979,PFA,,NEW GERMAN EXPERIMENTAL,,,327,,Birgit Hein,Wilhelm Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,99,,1979-11-06T00:00:00Z,06,11,1979,PFA,,,AND OTHER ANIMATION,,328,,George Griffin,,,,,,,,,,,,LINEAGE,,,,,,,,,,,,,,,,,,Analog tape,,
,,100,,1979-11-08T00:00:00Z,08,11,1979,PFA,,,,,329,,Stephen Dwoskin,,,,,,,,,,,,THE SILENT CRY,,,,,,,,,,,,,,,,,,Analog tape,,
,,101,,1979-11-08T00:00:00Z,08,11,1979,PFA,,,,,330,,Hellmuth Costard,,,,,,,,,,,,THE OPPRESSION OF WOMEN...,,,,,,,,,,,,,,,,,,Analog tape,,
,,102,,1979-10-25T00:00:00Z,25,10,1979,PFA,,,,,331,,Sohrab Shahid Saless,,,,,,,,,,,,A SIMPLE EVENT,FAR FROM HOME,,,,,,,,,,,,,,,,,Analog tape,,
,,103,,1979-11-09T00:00:00Z,09,11,1979,PFA,,,,,332,,Hellmuth Costard,,,,,,,,,,,,FOOTBALL (SOCCER),,,,,,,,,,,,,,,,,,Analog tape,,
,,104,,1979-11-09T00:00:00Z,09,11,1979,PFA,,,,,333,,Sergio Castilla,,,,,,,,,,,,DISAPPEARED,,,,,,,,,,,,,,,,,,Analog tape,,
,,105,,1979-11-10T00:00:00Z,10,11,1979,PFA,,,,,334,,John Nathan,,,,,,,,,,,,THE BLIND SWORDSMAN,,,,,,,,,,,,,,,,,,Analog tape,,
,,106,,1979-11-12T00:00:00Z,12,11,1979,PFA,,,,,335,,Eckhart Stein,,,,,,,,,,,,IRACEMA,,,,,,,,,,,,,,,,,,Analog tape,,
,,107,,1979-11-13T00:00:00Z,13,11,1979,PFA,,,,,336,,Hellmuth Costard,Eckhart Stein,,,,,,,,,,,THE LITTLE GODARD,,,,,,,,,,,,,,,,,,Analog tape,,
,,108,,1979-11-12T00:00:00Z,12,11,1979,PFA,,,,,337,,Jean-Pierre Gorin,,,,,,,,,,,,POTO AND CABENGA,,,,,,,,,,,,,,,,,,Analog tape,,
,,109,,1979-11-15T00:00:00Z,15,11,1979,PFA,,,,,338,,Eckhart Stein,,,,,,,,,,,,THE MIDDLE OF THE ROAD IS A VERY DEAD END,THE COMMANCHE,,,,,,,,,,,,,,,,,Analog tape,,
,,110,,,,,,PFA,,An interview with Jarman in relationship with his role in SF Film Festival,,,339,,Claude Jarman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog tape,,
,,111,,1979-11-18T00:00:00Z,18,11,1979,PFA,,,,,340,,Florence Eldridge,,,,,,,,,,,,ACT OF MURDER,,,,,,,,,,,,,,,,,,Analog tape,,
,,112,,1979-11-26T00:00:00Z,26,11,1979,PFA,,,,,341,,Werner Schroeter,,,,,,,,,,,,KINGDOM OF NAPLES,,,,,,,,,,,,,,,,,,Analog tape,,
,,113,,1979-11-28T00:00:00Z,28,11,1979,PFA,,,,,342,,Douglas Sirk,,,,,,,,,,,,ALL I DESIRE,ALL THAT HEAVEN ALLOWS,,,,,,,,,,,,,,,,,Analog tape,,
,,114,,1979-12-01T00:00:00Z,01,12,1979,PFA,,,,,343,,George Moorse,,,,,,,,,,,,THE FOUNDLING,SHADOW RIDER,,,,,,,,,,,,,,,,,Analog tape,,
,,115,,1979-12-05T00:00:00Z,05,12,1979,Wheeler Auditorium,,,,,344,,George Moorse,,,,,,,,,,,,THE WOOBBLIES,,,,,,,,,,,,,,,,,,Analog tape,,
,,116,,1979-12-06T00:00:00Z,06,12,1979,PFA,,,,,345,,George Moorse,,,,,,,,,,,,LENZ,,,,,,,,,,,,,,,,,,Analog tape,,
,,117,,1979-12-07T00:00:00Z,07,12,1979,PFA,,,,,346,,Vassilis Vassilikos,,,,,,,,,,,,Z,,,,,,,,,,,,,,,,,,Analog tape,,
,,118,,1980-01-22T00:00:00Z,22,01,1980,PFA,,,,,347,,Richard Myers,,,,,,,,,,,,FLOORSHOW,,,,,,,,,,,,,,,,,,Analog tape,,
,,119,,1980-01-26T00:00:00Z,26,01,1980,PFA,,,,,348,,William K. Everson,,,,,,,,,,,,HAPPIEST DAYS OF YOUR LIFE,INSPECTOR CALLS,,,,,,,,,,,,,,,,,Analog tape,,
,,120,,1980-01-27T00:00:00Z,27,01,1980,PFA,,,,,349,,William K. Everson,,,,,,,,,,,,REGENERATION,THE YELLOW TICKET,ROAD TO GLORY,PLOUGH AND STARS,THE GROWLER STORY,,,,,,,,,,,,,,Analog tape,,
,,121,,1980-01-29T00:00:00Z,29,01,1980,PFA,,,,,350,,William K. Everson,,,,,,,,,,,,SHIP OF LOST MEN,YOUNG GIRLS IN DISTRESS,,,,,,,,,,,,,,,,,Analog tape,,
,,122,,1980-01-30T00:00:00Z,30,01,1980,Wheeler Auditorium,,,,,351,,Walter Plunkett,,,,,,,,,,,,Singin in the Rain,,,,,,,,,,,,,,,,,,Analog tape,,
,,123,,1980-01-31T00:00:00Z,31,01,1980,PFA,,,,,352,,William K. Everson,,,,,,,,,,,,SONG OF THE STREET,MOVIES OUT OF THIN AIR,,,,,,,,,,,,,,,,,Analog tape,,
,,124,,1980-02-01T00:00:00Z,01,02,1980,PFA,,,,,353,,William K. Everson,,,,,,,,,,,,ONE MORE SPRING,HOOPLA,TURNED OUT NICE AGAIN,KING OF Z,PASSIONATE FRIENDS,WRONG WAY OUT,,,,,,,,,,,,,Analog tape,,
,,125,,1980-02-05T00:00:00Z,05,02,1980,PFA,,,,,354,,Terrel Seltzer,,,,,,,,,,,,STORY OF ANNA O,,,,,,,,,,,,,,,,,,Analog tape,,
,,126,,1980-02-04T00:00:00Z,04,02,1980,PFA,,,,,355,,Andrew Davis,,,,,,,,,,,,STONY ISLAND,,,,,,,,,,,,,,,,,,Analog tape,,
,,127,,1980-02-09T00:00:00Z,09,02,1980,PFA,,,,,356,,Russ Meyer,,,,,,,,,,,,VIXEN,MUDHONEY,"FASTER PUSSYCAT, KILL, KILL",,,,,,,,,,,,,,,,Analog tape,,
,,128,,1980-02-11T00:00:00Z,11,02,1980,PFA,,,,,357,,Ralph Liddle,,,,,,,,,,,,SPIRIT OF THE WIND,,,,,,,,,,,,,,,,,,Analog tape,,
,,129,,1980-02-12T00:00:00Z,12,02,1980,PFA,,,,,358,,John Nathan,,,,,,,,,,,,FULL MOON LUNCH,FARM SONG,,,,,,,,,,,,,,,,,Analog tape,,
,,130,,1980-03-03T00:00:00Z,03,03,1980,PFA,,,,,359,,Jamaa Fanaka,,,,,,,,,,,,PENITENTIARY,,,,,,,,,,,,,,,,,,Analog tape,,
